"","Year","Total_Thawed_Nitrogen_Pg"
"1",1,8.3600484777435
"2",2,8.400013035079
"3",3,8.2552241801315
"4",4,8.358003876553
"5",5,8.557973176889
"6",6,8.4857810147905
"7",7,8.8632417347195
"8",8,8.969898505739
"9",9,9.19491541786225
"10",10,8.5782949877085
"11",11,8.9365242954345
"12",12,8.9099717256555
"13",13,8.9728681971955
"14",14,8.6053417995635
"15",15,8.9565183224475
"16",16,8.6814049621675
"17",17,8.807141139882
"18",18,8.863490583668
"19",19,8.6018813858775
"20",20,8.58662199566
"21",21,8.995062000234
"22",22,8.613508689922
"23",23,8.929901233963
"24",24,9.1915181063815
"25",25,8.889030234072
"26",26,9.35689567669075
"27",27,9.304560120263
"28",28,9.670847810662
"29",29,9.6850823576095
"30",30,9.110754347642
"31",31,8.9408729995195
"32",32,9.5880077909535
"33",33,9.18925952072975
"34",34,9.5677302245105
"35",35,9.1214097940785
"36",36,8.8361260197595
"37",37,9.2509031815625
"38",38,8.755880844841
"39",39,8.727844505973
"40",40,9.164196475246
"41",41,9.368638465738
"42",42,8.517438407349
"43",43,9.38425968163
"44",44,9.306978872288
"45",45,9.2284056789865
"46",46,9.306385126173
"47",47,9.4574078891885
"48",48,9.1053565840645
"49",49,9.256388494051
"50",50,9.442235284704
"51",51,9.5818930032245
"52",52,9.499582392021
"53",53,9.5407680352415
"54",54,8.550231826812
"55",55,8.99256925124025
"56",56,9.347767602342
"57",57,9.181381025431
"58",58,9.1750658981575
"59",59,9.13146335276637
"60",60,9.296811573217
"61",61,9.1823855777015
"62",62,9.304191411182
"63",63,9.155513054814
"64",64,8.9663770079505
"65",65,8.6224930351005
"66",66,9.3846470359155
"67",67,9.0172587230465
"68",68,8.6911325581005
"69",69,9.347241199082
"70",70,9.354961080919
"71",71,8.954089075897
"72",72,8.775413345608
"73",73,9.069696575457
"74",74,9.4600674614895
"75",75,9.2762501309155
"76",76,9.52968606673
"77",77,9.308388709235
"78",78,9.3570041715915
"79",79,9.7172823806655
"80",80,9.629632700391
"81",81,9.42488991601125
"82",82,9.288079957433
"83",83,9.4410050419095
"84",84,9.1711618750635
"85",85,9.3766005825875
"86",86,8.97529070681638
"87",87,9.1197708115335
"88",88,9.6982588762645
"89",89,9.52740370297425
"90",90,9.863015513739
"91",91,9.9945356200485
"92",92,9.565983296209
"93",93,9.47029445938325
"94",94,9.4759149172595
"95",95,9.3845360435495
"96",96,9.9134425097735
"97",97,10.0121801802335
"98",98,9.8732329325035
"99",99,9.9369169646965
"100",100,9.880316200915
"101",101,9.748975277288
"102",102,9.60613287193625
"103",103,9.66811604542
"104",104,10.0553994878235
"105",105,9.973469391412
"106",106,9.89230614580875
"107",107,9.935602015777
"108",108,10.185323921419
"109",109,9.6238259017845
"110",110,9.6896925730865
"111",111,9.653083173938
"112",112,9.997234713773
"113",113,9.814166468345
"114",114,10.254584668779
"115",115,9.336320625532
"116",116,9.6397542793235
"117",117,9.339914121454
"118",118,8.9810382068785
"119",119,9.224571218006
"120",120,9.46395872156075
"121",121,9.6111830220045
"122",122,9.239314844548
"123",123,9.100265695305
"124",124,9.668236656087
"125",125,9.0621257502205
"126",126,9.41782965500875
"127",127,9.610036229741
"128",128,10.0669051506975
"129",129,9.944577417228
"130",130,9.8297604930905
"131",131,9.842005423757
"132",132,9.7180096550765
"133",133,9.530071277852
"134",134,9.603239177545
"135",135,9.534805249599
"136",136,9.9916062879615
"137",137,10.254715397416
"138",138,10.0593076322865
"139",139,9.9172223880585
"140",140,10.1374668204725
"141",141,10.029817829024
"142",142,10.1606553020245
"143",143,10.0935015051035
"144",144,10.370672216185
"145",145,10.068578235795
"146",146,10.1691725977395
"147",147,11.107134070973
"148",148,10.922382105982
"149",149,10.937819907559
"150",150,10.9265082275465
"151",151,11.512293862549
"152",152,11.436481596646
"153",153,11.854016233299
"154",154,11.718109295247
"155",155,12.159357709142
"156",156,12.225816255688
"157",157,12.9054886431475
"158",158,13.162274713123
"159",159,13.42944658142
"160",160,13.4274048063613
"161",161,13.684412828156
"162",162,13.789939736304
"163",163,13.6711779897935
"164",164,13.6775798732615
"165",165,14.41668441718
"166",166,13.977821754201
"167",167,13.82102133557
"168",168,14.524390564426
"169",169,14.836609325565
"170",170,14.648836321011
"171",171,15.4067153692955
"172",172,15.536611852102
"173",173,15.507711711919
"174",174,15.73430501257
"175",175,16.655312201891
"176",176,16.423641904013
"177",177,16.5127768095035
"178",178,16.752751960173
"179",179,17.4210307588875
"180",180,17.880108420839
"181",181,18.302904668798
"182",182,18.279149230738
"183",183,18.267147448108
"184",184,18.670772842164
"185",185,18.6472422931703
"186",186,19.335320143095
"187",187,19.148728451155
"188",188,19.61560066448
"189",189,19.938406909492
"190",190,20.19451074348
"191",191,20.300692320921
"192",192,20.335910397318
"193",193,20.451711070234
"194",194,20.789010673656
"195",195,20.956511832793
"196",196,21.221276254187
"197",197,21.425204796573
"198",198,21.431579335723
"199",199,21.971963582594
"200",200,22.031049481809
"201",201,22.314924666895
"202",202,22.794744139366
"203",203,22.558744036376
"204",204,22.7471510803707
"205",205,22.677882362158
"206",206,23.392888409656
"207",207,23.5272844958605
"208",208,23.466210447089
"209",209,23.804939212651
"210",210,24.006066485347
"211",211,23.978775232182
"212",212,24.331877055668
"213",213,24.693983032712
"214",214,24.807696690034
"215",215,24.665095697082
"216",216,24.974241030888
"217",217,25.513450544082
"218",218,25.665653913683
"219",219,25.830116640078
"220",220,25.91904115928
"221",221,26.244820456331
"222",222,26.280273096602
"223",223,26.570126652518
"224",224,26.922362896124
"225",225,26.931063443618
"226",226,27.109338062736
"227",227,27.35978517832
"228",228,27.544172839894
"229",229,27.418752039627
"230",230,27.7380254720735
"231",231,27.973344817446
"232",232,27.809392453061
"233",233,28.151184730752
"234",234,28.39886870102
"235",235,28.370916223603
"236",236,28.619360323726
"237",237,28.620026213391
"238",238,28.533517579438
"239",239,28.80088969207
"240",240,28.895038495672
"241",241,29.099329218658
"242",242,28.992646449977
"243",243,29.132458831742
"244",244,29.011904420888
"245",245,29.103439471312
"246",246,29.260065609998
"247",247,29.223464583144
"248",248,29.372396989386
"249",249,29.489130914062
"250",250,29.566754186062
"251",251,29.597167843542
